   150000.094   -0.32911918E+01  -0.29146080E+01  -0.18630001E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.203   -0.50205775E+01  -0.46465278E+01  -0.35731083E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.297   -0.54760397E+01  -0.51016653E+01  -0.37985753E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.406   -0.57785473E+01  -0.53949603E+01  -0.40802766E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.500   -0.75464128E+01  -0.71217754E+01  -0.58248494E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.594   -0.90082701E+01  -0.84954355E+01  -0.70619307E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.703   -0.10305538E+02  -0.98619500E+01  -0.84780872E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.797   -0.11685512E+02  -0.11171189E+02  -0.97319693E+01   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150000.906   -0.12957345E+02  -0.12210839E+02  -0.11058149E+02   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150001.000   -0.14281840E+02  -0.12873034E+02  -0.12371222E+02   0.10000000E+03   0.15000100E+06   0.10000000E-06
   150001.094   -0.32853501E+01  -0.29098528E+01  -0.18609252E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.203   -0.50658971E+01  -0.46744402E+01  -0.34988274E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.297   -0.67533281E+01  -0.63516568E+01  -0.51810425E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.406   -0.83684596E+01  -0.79352546E+01  -0.66189593E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.500   -0.98802030E+01  -0.94791979E+01  -0.81690153E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.594   -0.11374006E+02  -0.10829108E+02  -0.93597055E+01   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.703   -0.12610270E+02  -0.12004494E+02  -0.10712183E+02   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.797   -0.13951123E+02  -0.12705055E+02  -0.12005292E+02   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150001.906   -0.15247041E+02  -0.13209658E+02  -0.13331869E+02   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150002.000   -0.16572876E+02  -0.13496985E+02  -0.14665461E+02   0.10000000E+03   0.15000200E+06   0.10000000E-06
   150002.094   -0.32830474E+01  -0.29077014E+01  -0.18583137E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.203   -0.50518533E+01  -0.46593959E+01  -0.34674427E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.297   -0.67068915E+01  -0.63102495E+01  -0.51642456E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.406   -0.83269196E+01  -0.78956127E+01  -0.65918245E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.500   -0.98509875E+01  -0.94602570E+01  -0.82108614E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.594   -0.11416601E+02  -0.10904118E+02  -0.94735062E+01   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.703   -0.12631342E+02  -0.12049229E+02  -0.10876938E+02   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.797   -0.13326486E+02  -0.12445016E+02  -0.11618560E+02   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150002.906   -0.13675031E+02  -0.12600190E+02  -0.11904683E+02   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150003.000   -0.13899527E+02  -0.12712389E+02  -0.12132186E+02   0.10000000E+03   0.15000300E+06   0.10000000E-06
   150003.094   -0.32807762E+01  -0.29055609E+01  -0.18557601E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.203   -0.50452703E+01  -0.46514562E+01  -0.34491894E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.297   -0.66935000E+01  -0.62963955E+01  -0.51508761E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.406   -0.83047577E+01  -0.78689833E+01  -0.65514909E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.500   -0.98066104E+01  -0.94159217E+01  -0.81476895E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.594   -0.98818786E+01  -0.94877085E+01  -0.81797002E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.703   -0.98864760E+01  -0.94974993E+01  -0.82055632E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.797   -0.93574597E+01  -0.89676257E+01  -0.76740037E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150003.906   -0.93557921E+01  -0.89671118E+01  -0.76756636E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150004.000   -0.89912136E+01  -0.86015946E+01  -0.73083405E+01   0.10000000E+03   0.15000400E+06   0.10000000E-06
   150004.094   -0.32785269E+01  -0.29034144E+01  -0.18533340E+01   0.10000000E+03   0.15000500E+06   0.10000000E-06
   150004.203   -0.50440189E+01  -0.46494126E+01  -0.34414496E+01   0.10000000E+03   0.15000500E+06   0.10000000E-06
