   1  0.10250000000000000E-01
   2  0.85000038146969964E-03
   4  0.22499999999999999E-01
   3  0.40247601985931442E-01
  30  0.10000000000000001E+00
  31  0.51039999008178794E-01
  32  0.99752398014068600E-01
  33  0.40959999084472655E-01
